date,price,log_return,HDD,CDD,NGPL Production,Natural Gas Balancing Item,Natural Gas Consumption,Natural Gas Exports,Natural Gas Gross Withdrawals,Natural Gas Imports,Natural Gas Marketed Production (Wet),Natural Gas Net Imports,Natural Gas Net Storage Withdrawals,Natural Gas Production (Dry),Supplemental Gaseous Fuels
2019-01-11,2.95,0.0521857531705702,861.0,9.0,207.962,4.88,3425.044,364.787,3376.735,290.886,2974.83,-73.9,722.237,2766.868,4.96
2019-01-18,3.43,0.1507550908261201,861.0,9.0,207.962,4.88,3425.044,364.787,3376.735,290.886,2974.83,-73.9,722.237,2766.868,4.96
2019-01-25,3.07,-0.1108826995787428,861.0,9.0,207.962,4.88,3425.044,364.787,3376.735,290.886,2974.83,-73.9,722.237,2766.868,4.96
2019-02-01,2.7,-0.1284257885888222,721.0,18.0,189.116,16.5,3020.076,329.954,3056.916,233.344,2705.249,-96.61,579.543,2516.133,4.51
2019-02-08,2.66,-0.0149256502166756,721.0,18.0,189.116,16.5,3020.076,329.954,3056.916,233.344,2705.249,-96.61,579.543,2516.133,4.51
2019-02-15,2.59,-0.0266682470821614,721.0,18.0,189.116,16.5,3020.076,329.954,3056.916,233.344,2705.249,-96.61,579.543,2516.133,4.51
2019-02-22,2.74,0.0563000446885325,721.0,18.0,189.116,16.5,3020.076,329.954,3056.916,233.344,2705.249,-96.61,579.543,2516.133,4.51
2019-03-01,3.19,0.1520629963967743,634.0,18.0,210.337,-7.027,2928.525,373.539,3383.042,252.989,3008.808,-120.55,252.615,2798.471,5.016
2019-03-08,2.9,-0.0953101798043249,634.0,18.0,210.337,-7.027,2928.525,373.539,3383.042,252.989,3008.808,-120.55,252.615,2798.471,5.016
2019-03-15,2.95,0.0170944333593001,634.0,18.0,210.337,-7.027,2928.525,373.539,3383.042,252.989,3008.808,-120.55,252.615,2798.471,5.016
2019-03-22,2.75,-0.0702042586732485,634.0,18.0,210.337,-7.027,2928.525,373.539,3383.042,252.989,3008.808,-120.55,252.615,2798.471,5.016
2019-03-29,2.73,-0.0072993024816114,634.0,18.0,210.337,-7.027,2928.525,373.539,3383.042,252.989,3008.808,-120.55,252.615,2798.471,5.016
2019-04-05,2.62,-0.0411272914238628,289.0,42.0,204.537,8.335,2213.498,338.213,3315.27,206.559,2925.844,-131.654,-389.368,2721.306,4.878
2019-04-12,2.75,0.0484265939054743,289.0,42.0,204.537,8.335,2213.498,338.213,3315.27,206.559,2925.844,-131.654,-389.368,2721.306,4.878
2019-04-19,2.54,-0.0794368306480346,289.0,42.0,204.537,8.335,2213.498,338.213,3315.27,206.559,2925.844,-131.654,-389.368,2721.306,4.878
2019-04-26,2.58,0.0156253179030808,289.0,42.0,204.537,8.335,2213.498,338.213,3315.27,206.559,2925.844,-131.654,-389.368,2721.306,4.878
2019-05-03,2.59,0.0038684767779202,159.0,129.0,212.968,-62.231,2135.137,368.568,3424.018,207.651,3046.445,-160.917,-480.271,2833.477,5.079
2019-05-10,2.64,0.0191210414467785,159.0,129.0,212.968,-62.231,2135.137,368.568,3424.018,207.651,3046.445,-160.917,-480.271,2833.477,5.079
2019-05-17,2.61,-0.0114286958236228,159.0,129.0,212.968,-62.231,2135.137,368.568,3424.018,207.651,3046.445,-160.917,-480.271,2833.477,5.079
2019-05-24,2.6,-0.0038387763071656,159.0,129.0,212.968,-62.231,2135.137,368.568,3424.018,207.651,3046.445,-160.917,-480.271,2833.477,5.079
2019-05-31,2.59,-0.00385356931599,159.0,129.0,212.968,-62.231,2135.137,368.568,3424.018,207.651,3046.445,-160.917,-480.271,2833.477,5.079
2019-06-07,2.43,-0.0637666183589892,34.0,226.0,206.667,-36.111,2120.269,360.226,3299.794,201.163,2956.304,-159.063,-439.124,2749.637,4.929
2019-06-14,2.37,-0.0250013022054172,34.0,226.0,206.667,-36.111,2120.269,360.226,3299.794,201.163,2956.304,-159.063,-439.124,2749.637,4.929
2019-06-21,2.27,-0.0431101236537284,34.0,226.0,206.667,-36.111,2120.269,360.226,3299.794,201.163,2956.304,-159.063,-439.124,2749.637,4.929
2019-06-28,2.42,0.0639877086752837,34.0,226.0,206.667,-36.111,2120.269,360.226,3299.794,201.163,2956.304,-159.063,-439.124,2749.637,4.929
2019-07-05,2.29,-0.0552157226024467,5.0,373.0,214.733,-43.57,2395.18,393.4,3395.984,230.407,3071.698,-162.993,-260.342,2856.964,5.121
2019-07-12,2.54,0.1036122634642969,5.0,373.0,214.733,-43.57,2395.18,393.4,3395.984,230.407,3071.698,-162.993,-260.342,2856.964,5.121
2019-07-19,2.3,-0.0992549580953413,5.0,373.0,214.733,-43.57,2395.18,393.4,3395.984,230.407,3071.698,-162.993,-260.342,2856.964,5.121
2019-07-26,2.23,-0.0309075374630765,5.0,373.0,214.733,-43.57,2395.18,393.4,3395.984,230.407,3071.698,-162.993,-260.342,2856.964,5.121
2019-08-02,2.12,-0.0505854967881062,10.0,335.0,219.954,-39.139,2435.169,384.983,3448.106,220.076,3146.384,-164.907,-292.461,2926.429,5.246
2019-08-09,2.09,-0.0142520227072016,10.0,335.0,219.954,-39.139,2435.169,384.983,3448.106,220.076,3146.384,-164.907,-292.461,2926.429,5.246
2019-08-16,2.2,0.0512932943875507,10.0,335.0,219.954,-39.139,2435.169,384.983,3448.106,220.076,3146.384,-164.907,-292.461,2926.429,5.246
2019-08-23,2.15,-0.0229895182246988,10.0,335.0,219.954,-39.139,2435.169,384.983,3448.106,220.076,3146.384,-164.907,-292.461,2926.429,5.246
2019-08-30,2.33,0.0804004254380378,10.0,335.0,219.954,-39.139,2435.169,384.983,3448.106,220.076,3146.384,-164.907,-292.461,2926.429,5.246
2019-09-06,2.49,0.0664144428990071,41.0,242.0,213.673,-27.517,2207.12,394.511,3396.571,208.286,3056.535,-186.225,-427.095,2842.862,5.096
2019-09-13,2.61,0.0470675108579856,41.0,242.0,213.673,-27.517,2207.12,394.511,3396.571,208.286,3056.535,-186.225,-427.095,2842.862,5.096
2019-09-20,2.34,-0.109199291964992,41.0,242.0,213.673,-27.517,2207.12,394.511,3396.571,208.286,3056.535,-186.225,-427.095,2842.862,5.096
2019-09-27,2.41,0.0294758181329536,41.0,242.0,213.673,-27.517,2207.12,394.511,3396.571,208.286,3056.535,-186.225,-427.095,2842.862,5.096
2019-10-04,2.25,-0.0686965312862348,255.0,75.0,222.734,-93.331,2307.468,425.775,3551.97,210.537,3186.15,-215.237,-352.691,2963.416,5.312
2019-10-11,2.13,-0.0548082364949951,255.0,75.0,222.734,-93.331,2307.468,425.775,3551.97,210.537,3186.15,-215.237,-352.691,2963.416,5.312
2019-10-18,2.08,-0.023754086008107,255.0,75.0,222.734,-93.331,2307.468,425.775,3551.97,210.537,3186.15,-215.237,-352.691,2963.416,5.312
2019-10-25,2.26,0.0829969195709677,255.0,75.0,222.734,-93.331,2307.468,425.775,3551.97,210.537,3186.15,-215.237,-352.691,2963.416,5.312
2019-11-01,2.54,0.1167992677462508,591.0,16.0,219.084,-73.284,2784.228,441.944,3509.293,223.765,3133.926,-218.18,155.624,2914.843,5.225
2019-11-08,2.87,0.1221479487410845,591.0,16.0,219.084,-73.284,2784.228,441.944,3509.293,223.765,3133.926,-218.18,155.624,2914.843,5.225
2019-11-15,2.7,-0.0610602567612463,591.0,16.0,219.084,-73.284,2784.228,441.944,3509.293,223.765,3133.926,-218.18,155.624,2914.843,5.225
2019-11-22,2.62,-0.0300774552372778,591.0,16.0,219.084,-73.284,2784.228,441.944,3509.293,223.765,3133.926,-218.18,155.624,2914.843,5.225
2019-11-29,2.46,-0.0630129678287341,591.0,16.0,219.084,-73.284,2784.228,441.944,3509.293,223.765,3133.926,-218.18,155.624,2914.843,5.225
2019-12-06,2.31,-0.0629138254105692,717.0,13.0,226.132,-44.618,3171.583,481.757,3622.512,256.053,3234.746,-225.704,427.898,3008.614,5.393
2019-12-13,2.28,-0.0130720815673528,717.0,13.0,226.132,-44.618,3171.583,481.757,3622.512,256.053,3234.746,-225.704,427.898,3008.614,5.393
2019-12-20,2.27,-0.004395611473038,717.0,13.0,226.132,-44.618,3171.583,481.757,3622.512,256.053,3234.746,-225.704,427.898,3008.614,5.393
2019-12-27,1.75,-0.2601640435578887,717.0,13.0,226.132,-44.618,3171.583,481.757,3622.512,256.053,3234.746,-225.704,427.898,3008.614,5.393
2020-01-03,2.06,0.1630901948660671,741.0,15.0,239.079,-26.456,3329.822,510.444,3598.402,262.08,3257.533,-248.363,580.617,3018.453,5.571
2020-01-10,2.05,-0.004866189651173,741.0,15.0,239.079,-26.456,3329.822,510.444,3598.402,262.08,3257.533,-248.363,580.617,3018.453,5.571
2020-01-17,2.07,0.0097088141269608,741.0,15.0,239.079,-26.456,3329.822,510.444,3598.402,262.08,3257.533,-248.363,580.617,3018.453,5.571
2020-01-24,1.91,-0.0804453652187392,741.0,15.0,239.079,-26.456,3329.822,510.444,3598.402,262.08,3257.533,-248.363,580.617,3018.453,5.571
2020-01-31,1.91,0.0,741.0,15.0,239.079,-26.456,3329.822,510.444,3598.402,262.08,3257.533,-248.363,580.617,3018.453,5.571
2020-02-07,1.93,0.0104167608582557,653.0,12.0,223.394,-39.115,3064.668,454.245,3366.311,238.328,2992.845,-215.917,545.043,2769.451,5.206
2020-02-14,1.93,0.0,653.0,12.0,223.394,-39.115,3064.668,454.245,3366.311,238.328,2992.845,-215.917,545.043,2769.451,5.206
2020-02-21,1.96,0.0154244703256316,653.0,12.0,223.394,-39.115,3064.668,454.245,3366.311,238.328,2992.845,-215.917,545.043,2769.451,5.206
2020-02-28,1.79,-0.0907288533897621,653.0,12.0,223.394,-39.115,3064.668,454.245,3366.311,238.328,2992.845,-215.917,545.043,2769.451,5.206
2020-03-06,1.76,-0.0169018108026032,485.0,42.0,239.233,0.369,2727.983,497.437,3579.884,213.231,3192.036,-284.206,53.442,2952.802,5.575
2020-03-13,1.94,0.0973741640251762,485.0,42.0,239.233,0.369,2727.983,497.437,3579.884,213.231,3192.036,-284.206,53.442,2952.802,5.575
2020-03-20,1.76,-0.0973741640251762,485.0,42.0,239.233,0.369,2727.983,497.437,3579.884,213.231,3192.036,-284.206,53.442,2952.802,5.575
2020-03-27,1.7,-0.03468555798789,485.0,42.0,239.233,0.369,2727.983,497.437,3579.884,213.231,3192.036,-284.206,53.442,2952.802,5.575
2020-04-03,1.5,-0.125163142954006,360.0,42.0,225.432,-48.054,2265.928,420.767,3375.996,190.049,3076.174,-230.717,-311.296,2850.742,5.253
2020-04-10,1.74,0.1484200051182732,360.0,42.0,225.432,-48.054,2265.928,420.767,3375.996,190.049,3076.174,-230.717,-311.296,2850.742,5.253
2020-04-17,1.71,-0.0173917427118691,360.0,42.0,225.432,-48.054,2265.928,420.767,3375.996,190.049,3076.174,-230.717,-311.296,2850.742,5.253
2020-04-24,1.81,0.0568334747631659,360.0,42.0,225.432,-48.054,2265.928,420.767,3375.996,190.049,3076.174,-230.717,-311.296,2850.742,5.253
2020-05-01,1.69,-0.0685983163427522,157.0,105.0,219.084,13.063,2078.92,395.472,3290.613,186.518,2942.912,-208.954,-454.122,2723.828,5.105
2020-05-08,1.74,0.0291565842914555,157.0,105.0,219.084,13.063,2078.92,395.472,3290.613,186.518,2942.912,-208.954,-454.122,2723.828,5.105
2020-05-15,1.66,-0.0470675108579857,157.0,105.0,219.084,13.063,2078.92,395.472,3290.613,186.518,2942.912,-208.954,-454.122,2723.828,5.105
2020-05-22,1.7,0.0238106486937185,157.0,105.0,219.084,13.063,2078.92,395.472,3290.613,186.518,2942.912,-208.954,-454.122,2723.828,5.105
2020-05-29,1.7,0.0,157.0,105.0,219.084,13.063,2078.92,395.472,3290.613,186.518,2942.912,-208.954,-454.122,2723.828,5.105
2020-06-05,1.8,0.0571584138399486,25.0,246.0,215.04,-66.428,2136.466,338.486,3220.917,187.478,2927.068,-151.009,-363.137,2712.029,5.011
2020-06-12,1.67,-0.0749630384734553,25.0,246.0,215.04,-66.428,2136.466,338.486,3220.917,187.478,2927.068,-151.009,-363.137,2712.029,5.011
2020-06-19,1.49,-0.1140475064712959,25.0,246.0,215.04,-66.428,2136.466,338.486,3220.917,187.478,2927.068,-151.009,-363.137,2712.029,5.011
2020-06-26,1.42,-0.0481192483441984,25.0,246.0,215.04,-66.428,2136.466,338.486,3220.917,187.478,2927.068,-151.009,-363.137,2712.029,5.011
2020-07-03,1.58,0.1067679754257061,5.0,398.0,226.142,-31.696,2470.641,349.167,3386.52,210.419,3026.78,-138.748,-164.823,2800.638,5.27
2020-07-10,1.79,0.1247907728137882,5.0,398.0,226.142,-31.696,2470.641,349.167,3386.52,210.419,3026.78,-138.748,-164.823,2800.638,5.27
2020-07-17,1.79,0.0,5.0,398.0,226.142,-31.696,2470.641,349.167,3386.52,210.419,3026.78,-138.748,-164.823,2800.638,5.27
2020-07-24,1.77,-0.0112360732669258,5.0,398.0,226.142,-31.696,2470.641,349.167,3386.52,210.419,3026.78,-138.748,-164.823,2800.638,5.27
2020-07-31,1.83,0.0333364202675917,5.0,398.0,226.142,-31.696,2470.641,349.167,3386.52,210.419,3026.78,-138.748,-164.823,2800.638,5.27
2020-08-07,2.15,0.1611518752862418,7.0,356.0,225.412,-19.733,2406.619,360.23,3368.303,211.352,3027.588,-148.878,-232.198,2802.176,5.253
2020-08-14,2.23,0.0365337433324559,7.0,356.0,225.412,-19.733,2406.619,360.23,3368.303,211.352,3027.588,-148.878,-232.198,2802.176,5.253
2020-08-21,2.39,0.0692917804713919,7.0,356.0,225.412,-19.733,2406.619,360.23,3368.303,211.352,3027.588,-148.878,-232.198,2802.176,5.253
2020-08-28,2.46,0.0288679840008521,7.0,356.0,225.412,-19.733,2406.619,360.23,3368.303,211.352,3027.588,-148.878,-232.198,2802.176,5.253
2020-09-04,1.8,-0.3123746850421524,58.0,181.0,218.375,-34.781,2159.214,395.424,3274.179,174.225,2957.168,-221.199,-328.688,2738.793,5.089
2020-09-11,1.93,0.069733338014675,58.0,181.0,218.375,-34.781,2159.214,395.424,3274.179,174.225,2957.168,-221.199,-328.688,2738.793,5.089
2020-09-18,1.56,-0.2128341816553484,58.0,181.0,218.375,-34.781,2159.214,395.424,3274.179,174.225,2957.168,-221.199,-328.688,2738.793,5.089
2020-09-25,1.9,0.1971680649109489,58.0,181.0,218.375,-34.781,2159.214,395.424,3274.179,174.225,2957.168,-221.199,-328.688,2738.793,5.089
2020-10-02,1.41,-0.2982641817823178,248.0,82.0,223.934,-85.298,2322.819,481.621,3381.515,199.306,3004.869,-282.314,-95.724,2780.936,5.218
2020-10-09,2.25,0.4673405118262519,248.0,82.0,223.934,-85.298,2322.819,481.621,3381.515,199.306,3004.869,-282.314,-95.724,2780.936,5.218
2020-10-16,2.16,-0.040821994520255,248.0,82.0,223.934,-85.298,2322.819,481.621,3381.515,199.306,3004.869,-282.314,-95.724,2780.936,5.218
2020-10-23,2.91,0.2980448594873275,248.0,82.0,223.934,-85.298,2322.819,481.621,3381.515,199.306,3004.869,-282.314,-95.724,2780.936,5.218
2020-10-30,3.03,0.0404095383378764,248.0,82.0,223.934,-85.298,2322.819,481.621,3381.515,199.306,3004.869,-282.314,-95.724,2780.936,5.218
2020-11-06,2.67,-0.1264841471091194,423.0,32.0,223.387,-8.321,2448.866,528.21,3371.22,211.57,2998.371,-316.64,-6.362,2774.983,5.206
2020-11-13,2.82,0.054658412537864,423.0,32.0,223.387,-8.321,2448.866,528.21,3371.22,211.57,2998.371,-316.64,-6.362,2774.983,5.206
2020-11-20,2.22,-0.239229689065834,423.0,32.0,223.387,-8.321,2448.866,528.21,3371.22,211.57,2998.371,-316.64,-6.362,2774.983,5.206
2020-11-27,2.47,0.1067109547556977,423.0,32.0,223.387,-8.321,2448.866,528.21,3371.22,211.57,2998.371,-316.64,-6.362,2774.983,5.206
2020-12-04,2.48,0.0040404095370049,751.0,7.0,231.185,-11.991,3190.619,553.176,3516.066,266.618,3117.483,-286.558,597.482,2886.298,5.387
2020-12-11,2.54,0.0239055208535544,751.0,7.0,231.185,-11.991,3190.619,553.176,3516.066,266.618,3117.483,-286.558,597.482,2886.298,5.387
2020-12-18,2.73,0.0721375281664231,751.0,7.0,231.185,-11.991,3190.619,553.176,3516.066,266.618,3117.483,-286.558,597.482,2886.298,5.387
2020-12-25,2.68,-0.018484814674103,751.0,7.0,231.185,-11.991,3190.619,553.176,3516.066,266.618,3117.483,-286.558,597.482,2886.298,5.387
2021-01-01,2.39,-0.114523428579346,805.0,10.0,233.604,18.446,3335.219,563.515,3504.128,284.065,3105.581,-279.45,718.754,2871.976,5.493
2021-01-08,2.77,0.1475539542558278,805.0,10.0,233.604,18.446,3335.219,563.515,3504.128,284.065,3105.581,-279.45,718.754,2871.976,5.493
2021-01-15,2.86,0.031974304632514,805.0,10.0,233.604,18.446,3335.219,563.515,3504.128,284.065,3105.581,-279.45,718.754,2871.976,5.493
2021-01-22,2.45,-0.1547336002751255,805.0,10.0,233.604,18.446,3335.219,563.515,3504.128,284.065,3105.581,-279.45,718.754,2871.976,5.493
2021-01-29,2.68,0.0897287699661296,805.0,10.0,233.604,18.446,3335.219,563.515,3504.128,284.065,3105.581,-279.45,718.754,2871.976,5.493
2021-02-05,3.49,0.2640849416915705,794.0,12.0,195.366,46.392,3095.717,424.004,2938.642,271.877,2597.23,-152.127,794.993,2401.865,4.594
2021-02-12,6.12,0.5616603603098989,794.0,12.0,195.366,46.392,3095.717,424.004,2938.642,271.877,2597.23,-152.127,794.993,2401.865,4.594
2021-02-19,4.96,-0.2101563557873986,794.0,12.0,195.366,46.392,3095.717,424.004,2938.642,271.877,2597.23,-152.127,794.993,2401.865,4.594
2021-02-26,2.66,-0.6230796179432283,794.0,12.0,195.366,46.392,3095.717,424.004,2938.642,271.877,2597.23,-152.127,794.993,2401.865,4.594
2021-03-05,2.72,0.0223057575142981,508.0,28.0,235.898,27.261,2640.102,595.411,3509.749,238.724,3136.068,-356.687,63.811,2900.17,5.547
2021-03-12,2.65,-0.0260722403097751,508.0,28.0,235.898,27.261,2640.102,595.411,3509.749,238.724,3136.068,-356.687,63.811,2900.17,5.547
2021-03-19,2.53,-0.046340337258702,508.0,28.0,235.898,27.261,2640.102,595.411,3509.749,238.724,3136.068,-356.687,63.811,2900.17,5.547
2021-03-26,2.52,-0.0039604012160968,508.0,28.0,235.898,27.261,2640.102,595.411,3509.749,238.724,3136.068,-356.687,63.811,2900.17,5.547
2021-04-02,2.52,0.0,308.0,36.0,230.075,-26.884,2271.622,564.333,3428.387,208.369,3058.663,-355.964,-179.528,2828.588,5.41
2021-04-09,2.48,-0.0160003413464411,308.0,36.0,230.075,-26.884,2271.622,564.333,3428.387,208.369,3058.663,-355.964,-179.528,2828.588,5.41
2021-04-16,2.63,0.0587252860127823,308.0,36.0,230.075,-26.884,2271.622,564.333,3428.387,208.369,3058.663,-355.964,-179.528,2828.588,5.41
2021-04-23,2.79,0.0590577496436011,308.0,36.0,230.075,-26.884,2271.622,564.333,3428.387,208.369,3058.663,-355.964,-179.528,2828.588,5.41
2021-04-30,2.86,0.0247800289984869,308.0,36.0,230.075,-26.884,2271.622,564.333,3428.387,208.369,3058.663,-355.964,-179.528,2828.588,5.41
2021-05-07,2.9,0.013889112160667,151.0,100.0,237.554,-13.032,2116.42,578.056,3524.82,204.89,3158.085,-373.167,-423.499,2920.531,5.586
2021-05-14,2.95,0.0170944333593001,151.0,100.0,237.554,-13.032,2116.42,578.056,3524.82,204.89,3158.085,-373.167,-423.499,2920.531,5.586
2021-05-21,2.84,-0.0380011181786137,151.0,100.0,237.554,-13.032,2116.42,578.056,3524.82,204.89,3158.085,-373.167,-423.499,2920.531,5.586
2021-05-28,2.91,0.0243490290102865,151.0,100.0,237.554,-13.032,2116.42,578.056,3524.82,204.89,3158.085,-373.167,-423.499,2920.531,5.586
2021-06-04,3.01,0.033786997577383,12.0,274.0,229.067,5.668,2242.031,539.165,3389.749,207.859,3045.264,-331.305,-253.915,2816.197,5.387
2021-06-11,3.23,0.0705420584737808,12.0,274.0,229.067,5.668,2242.031,539.165,3389.749,207.859,3045.264,-331.305,-253.915,2816.197,5.387
2021-06-18,3.23,0.0,12.0,274.0,229.067,5.668,2242.031,539.165,3389.749,207.859,3045.264,-331.305,-253.915,2816.197,5.387
2021-06-25,3.4,0.0512932943875505,12.0,274.0,229.067,5.668,2242.031,539.165,3389.749,207.859,3045.264,-331.305,-253.915,2816.197,5.387
2021-07-02,3.67,0.0764162304443631,5.0,347.0,238.939,-12.417,2417.59,566.046,3508.68,227.779,3176.507,-338.268,-174.911,2937.568,5.619
2021-07-09,3.71,0.0108402145528649,5.0,347.0,238.939,-12.417,2417.59,566.046,3508.68,227.779,3176.507,-338.268,-174.911,2937.568,5.619
2021-07-16,3.7,-0.0026990569691649,5.0,347.0,238.939,-12.417,2417.59,566.046,3508.68,227.779,3176.507,-338.268,-174.911,2937.568,5.619
2021-07-23,4.11,0.1050902088579643,5.0,347.0,238.939,-12.417,2417.59,566.046,3508.68,227.779,3176.507,-338.268,-174.911,2937.568,5.619
2021-07-30,3.94,-0.0422423051983007,5.0,347.0,238.939,-12.417,2417.59,566.046,3508.68,227.779,3176.507,-338.268,-174.911,2937.568,5.619
2021-08-06,4.21,0.0662819243844474,6.0,357.0,239.647,-8.578,2436.266,563.572,3534.922,220.959,3185.92,-342.614,-164.45,2946.272,5.635
2021-08-13,3.95,-0.0637470687812593,6.0,357.0,239.647,-8.578,2436.266,563.572,3534.922,220.959,3185.92,-342.614,-164.45,2946.272,5.635
2021-08-20,3.94,-0.0025348556031881,6.0,357.0,239.647,-8.578,2436.266,563.572,3534.922,220.959,3185.92,-342.614,-164.45,2946.272,5.635
2021-08-27,4.35,0.0989951217907501,6.0,357.0,239.647,-8.578,2436.266,563.572,3534.922,220.959,3185.92,-342.614,-164.45,2946.272,5.635
2021-09-03,4.77,0.0921704597996571,40.0,200.0,233.491,-24.801,2138.211,535.583,3440.723,220.206,3104.078,-315.377,-397.689,2870.587,5.491
2021-09-10,5.13,0.0727593542824285,40.0,200.0,233.491,-24.801,2138.211,535.583,3440.723,220.206,3104.078,-315.377,-397.689,2870.587,5.491
2021-09-17,5.32,0.0363676441708749,40.0,200.0,233.491,-24.801,2138.211,535.583,3440.723,220.206,3104.078,-315.377,-397.689,2870.587,5.491
2021-09-24,5.1,-0.0422327636232731,40.0,200.0,233.491,-24.801,2138.211,535.583,3440.723,220.206,3104.078,-315.377,-397.689,2870.587,5.491
2021-10-01,5.61,0.0953101798043249,180.0,84.0,245.106,-75.381,2259.328,545.055,3612.938,228.203,3258.481,-316.852,-367.579,3013.375,5.764
2021-10-08,5.46,-0.0271019297777914,180.0,84.0,245.106,-75.381,2259.328,545.055,3612.938,228.203,3258.481,-316.852,-367.579,3013.375,5.764
2021-10-15,5.44,-0.0036697288889622,180.0,84.0,245.106,-75.381,2259.328,545.055,3612.938,228.203,3258.481,-316.852,-367.579,3013.375,5.764
2021-10-22,5.1,-0.0645385211375713,180.0,84.0,245.106,-75.381,2259.328,545.055,3612.938,228.203,3258.481,-316.852,-367.579,3013.375,5.764
2021-10-29,5.49,0.0736877157911592,180.0,84.0,245.106,-75.381,2259.328,545.055,3612.938,228.203,3258.481,-316.852,-367.579,3013.375,5.764
2021-11-05,5.51,0.0036363676433837,509.0,18.0,239.876,-91.905,2684.978,556.982,3564.46,242.405,3188.958,-314.578,136.738,2949.082,5.641
2021-11-12,4.97,-0.1031447830562857,509.0,18.0,239.876,-91.905,2684.978,556.982,3564.46,242.405,3188.958,-314.578,136.738,2949.082,5.641
2021-11-19,4.9,-0.0141846349919563,509.0,18.0,239.876,-91.905,2684.978,556.982,3564.46,242.405,3188.958,-314.578,136.738,2949.082,5.641
2021-11-26,4.93,0.0061037829380177,509.0,18.0,239.876,-91.905,2684.978,556.982,3564.46,242.405,3188.958,-314.578,136.738,2949.082,5.641
2021-12-03,3.79,-0.2629729689602638,616.0,26.0,249.961,-32.762,3008.222,620.886,3719.546,252.626,3323.025,-368.26,330.302,3073.064,5.878
2021-12-10,3.65,-0.0376388514999348,616.0,26.0,249.961,-32.762,3008.222,620.886,3719.546,252.626,3323.025,-368.26,330.302,3073.064,5.878
2021-12-17,3.71,0.0163047090249437,616.0,26.0,249.961,-32.762,3008.222,620.886,3719.546,252.626,3323.025,-368.26,330.302,3073.064,5.878
2021-12-24,3.56,-0.0412713317554047,616.0,26.0,249.961,-32.762,3008.222,620.886,3719.546,252.626,3323.025,-368.26,330.302,3073.064,5.878
2021-12-31,3.82,0.0704898777545446,616.0,26.0,249.961,-32.762,3008.222,620.886,3719.546,252.626,3323.025,-368.26,330.302,3073.064,5.878
2022-01-07,3.83,0.002614380574071,914.0,8.0,250.242,-74.024,3582.058,610.836,3593.563,296.248,3201.112,-314.587,1013.843,2950.871,5.955
2022-01-14,4.37,0.131898205914944,914.0,8.0,250.242,-74.024,3582.058,610.836,3593.563,296.248,3201.112,-314.587,1013.843,2950.871,5.955
2022-01-21,4.11,-0.0613399805993555,914.0,8.0,250.242,-74.024,3582.058,610.836,3593.563,296.248,3201.112,-314.587,1013.843,2950.871,5.955
2022-01-28,5.69,0.3252872196300964,914.0,8.0,250.242,-74.024,3582.058,610.836,3593.563,296.248,3201.112,-314.587,1013.843,2950.871,5.955
2022-02-04,5.34,-0.0634845951661362,712.0,11.0,228.186,-28.109,3052.434,546.428,3270.055,257.977,2918.981,-288.45,672.768,2690.795,5.431
2022-02-11,4.04,-0.2789809609990448,712.0,11.0,228.186,-28.109,3052.434,546.428,3270.055,257.977,2918.981,-288.45,672.768,2690.795,5.431
2022-02-18,4.61,0.1319831650354985,712.0,11.0,228.186,-28.109,3052.434,546.428,3270.055,257.977,2918.981,-288.45,672.768,2690.795,5.431
2022-02-25,4.63,0.0043290110895854,712.0,11.0,228.186,-28.109,3052.434,546.428,3270.055,257.977,2918.981,-288.45,672.768,2690.795,5.431
2022-03-04,4.74,0.0234802676088423,525.0,27.0,256.781,-43.544,2781.768,639.074,3665.056,259.499,3284.763,-379.575,170.794,3027.982,6.111
2022-03-11,4.79,0.0104932757158386,525.0,27.0,256.781,-43.544,2781.768,639.074,3665.056,259.499,3284.763,-379.575,170.794,3027.982,6.111
2022-03-18,4.87,0.0165635256716747,525.0,27.0,256.781,-43.544,2781.768,639.074,3665.056,259.499,3284.763,-379.575,170.794,3027.982,6.111
2022-03-25,5.51,0.1234706860703245,525.0,27.0,256.781,-43.544,2781.768,639.074,3665.056,259.499,3284.763,-379.575,170.794,3027.982,6.111
2022-04-01,5.43,-0.0146254892189789,342.0,49.0,250.943,-44.049,2358.188,587.385,3578.937,244.998,3210.082,-342.387,-220.487,2959.139,5.972
2022-04-08,6.38,0.1612289634108543,342.0,49.0,250.943,-44.049,2358.188,587.385,3578.937,244.998,3210.082,-342.387,-220.487,2959.139,5.972
2022-04-15,6.94,0.0841336771620147,342.0,49.0,250.943,-44.049,2358.188,587.385,3578.937,244.998,3210.082,-342.387,-220.487,2959.139,5.972
2022-04-22,6.59,-0.0517484260042973,342.0,49.0,250.943,-44.049,2358.188,587.385,3578.937,244.998,3210.082,-342.387,-220.487,2959.139,5.972
2022-04-29,6.84,0.0372343831200432,342.0,49.0,250.943,-44.049,2358.188,587.385,3578.937,244.998,3210.082,-342.387,-220.487,2959.139,5.972
2022-05-06,8.35,0.1994738072283051,122.0,147.0,259.487,-27.732,2240.224,616.665,3682.519,230.899,3319.38,-385.766,-412.347,3059.893,6.176
2022-05-13,7.75,-0.0745686954975086,122.0,147.0,259.487,-27.732,2240.224,616.665,3682.519,230.899,3319.38,-385.766,-412.347,3059.893,6.176
2022-05-20,7.97,0.0279916494368683,122.0,147.0,259.487,-27.732,2240.224,616.665,3682.519,230.899,3319.38,-385.766,-412.347,3059.893,6.176
